{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01397|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01398|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01399|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01400|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01401|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01402|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01403|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01404|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01405|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01406|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01407|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01408|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01409|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01410|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01411|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01412|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xb9\xd6', 'rf_data': 'T|MeksSat |00001|032415|N|53.30879|W|6.22492|99.90|41.90|+29.312|-0.062|1000.6799', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xb9\xd6', 'rf_data': 'D|MEKSSat|29.8|22.7|56.88183|22.4382', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01413|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01414|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01415|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01416|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01417|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
